name,set_name
Meowstic-EX,Generations
Meowth,"Wizards Black Star Promos"
Meowth,"McDonald's Collection 2016"
Meowth,"Nintendo Black Star Promos"
Meowth,"Team Magma vs Team Aqua"
Meowth,"BW Black Star Promos"
Meowth,"Legendary Collection"
Meowth,"Ancient Origins"
Meowth,Jungle
Meowth,Generations
Meowth,"Team Rocket"
Meowth,"HeartGold & SoulSilver"
Meowth,"Roaring Skies"
Meowth,"FireRed & LeafGreen"
Meowth,"Next Destinies"
Meowth,"Fates Collide"
Meowth,"Delta Species"
Meowth,"Base Set 2"
Meowth,"Steam Siege"
Meowth,"Noble Victories"
Meowth,"Boundaries Crossed"
Meowth,"Legends Awakened"
Meowth,"Burning Shadows"
Meowth,Skyridge
Meowth,"Supreme Victors"
Meowth,BREAKthrough
Meowth,"Team Up"
Meowth,"Expedition Base Set"
Meowth,"Unbroken Bonds"
Meowth,"Fusion Strike"
Meowth,"EX Trainer Kit 2 Plusle"
"Meowth V","SWSH Black Star Promos"
"Meowth VMAX","SWSH Black Star Promos"
"Meowth δ","POP Series 5"
"Meowth δ","Holon Phantoms"
Mesprit,"Mysterious Treasures"
Mesprit,"Plasma Blast"
Mesprit,"Legends Awakened"
Mesprit,"Forbidden Light"
Mesprit,"Unified Minds"
Mesprit,"Astral Radiance"
"Mesprit LV.X","Legends Awakened"
Metagross,"POP Series 1"
Metagross,"HS—Unleashed"
Metagross,"Supreme Victors"
Metagross,Deoxys
Metagross,"Hidden Legends"
Metagross,"Legends Awakened"
Metagross,"HS—Undaunted"
Metagross,"Ancient Origins"
Metagross,"Ancient Origins"
Metagross,"Plasma Freeze"
Metagross,"BW Black Star Promos"
Metagross,"Celestial Storm"
Metagross,"Vivid Voltage"
Metagross,"Silver Tempest"
"Metagross V","Chilling Reign"
"Metagross V","Chilling Reign"
"Metagross VMAX","Chilling Reign"
"Metagross VMAX","Chilling Reign"
"Metagross ex","Hidden Legends"
"Metagross ex","Power Keepers"
"Metagross δ","Delta Species"
"Metagross ★","Delta Species"
Metagross-EX,"XY Black Star Promos"
Metagross-GX,"Guardians Rising"
Metagross-GX,"Guardians Rising"
Metagross-GX,"Guardians Rising"
Metagross-GX,"Guardians Rising"
Metang,"Hidden Legends"
Metang,"Nintendo Black Star Promos"
Metang,"HS—Undaunted"
Metang,"HS—Unleashed"
Metang,"Shiny Vault"
Metang,Deoxys
Metang,"Power Keepers"
Metang,"Ancient Origins"
Metang,"Hidden Legends"
Metang,"Plasma Freeze"
Metang,"Hidden Legends"
Metang,"Legends Awakened"
Metang,"Legends Awakened"
Metang,"Supreme Victors"
Metang,"Guardians Rising"
Metang,"Celestial Storm"
Metang,"Vivid Voltage"
Metang,"EX Trainer Kit 2 Plusle"
Metang,"Silver Tempest"
"Metang δ","Delta Species"
Metapod,Flashfire
Metapod,"Hidden Fates"
Metapod,"Sun & Moon"
Metapod,"Burning Shadows"
Metapod,"Rebel Clash"
Metapod,"Unbroken Bonds"
Metapod,Evolutions
Metapod,Generations
Metapod,"HeartGold & SoulSilver"
Metapod,"FireRed & LeafGreen"
Metapod,"Neo Discovery"
Metapod,Base
Metapod,"Great Encounters"
Metapod,"Legendary Collection"
Metapod,"Base Set 2"
Metapod,"Expedition Base Set"
Metapod,"Fusion Strike"
Mew,"Southern Islands"
Mew,"POP Series 4"
Mew,"Legend Maker"
Mew,"Wizards Black Star Promos"
Mew,"Pokémon Rumble"
Mew,"Wizards Black Star Promos"
Mew,"Secret Wonders"
Mew,"Expedition Base Set"
Mew,"Fates Collide"
Mew,"Hidden Fates"
Mew,"Nintendo Black Star Promos"
Mew,"Wizards Black Star Promos"
Mew,Evolutions
Mew,"Expedition Base Set"
Mew,"Unbroken Bonds"
Mew,"HS—Triumphant"
Mew,"BW Black Star Promos"
Mew,"Holon Phantoms"
Mew,"XY Black Star Promos"
Mew,"XY Black Star Promos"
Mew,"SM Black Star Promos"
Mew,Celebrations
Mew,Celebrations
"Mew V","Darkness Ablaze"
"Mew V","Fusion Strike"
"Mew V","Fusion Strike"
"Mew V","Fusion Strike"
"Mew VMAX","Fusion Strike"
"Mew VMAX","Fusion Strike"
"Mew VMAX","Fusion Strike"
"Mew VMAX","Lost Origin Trainer Gallery"
"Mew ex","Legend Maker"
"Mew ex","Holon Phantoms"
"Mew ex","Celebrations: Classic Collection"
"Mew δ","POP Series 5"
"Mew ★ δ","Dragon Frontiers"
Mew-EX,"Dragons Exalted"
Mew-EX,"Dragons Exalted"
Mew-EX,"XY Black Star Promos"
Mew-EX,"Legendary Treasures"
Mewtwo,"Wizards Black Star Promos"
Mewtwo,"Pokémon Rumble"
Mewtwo,"Base Set 2"
Mewtwo,"Detective Pikachu"
Mewtwo,Base
Mewtwo,"Wizards Black Star Promos"
Mewtwo,"Wizards Black Star Promos"
Mewtwo,"Majestic Dawn"
Mewtwo,"Legends Awakened"
Mewtwo,"Expedition Base Set"
Mewtwo,"Legendary Collection"
Mewtwo,"Legendary Treasures"
Mewtwo,Evolutions
Mewtwo,"Expedition Base Set"
Mewtwo,"SM Black Star Promos"
Mewtwo,"Unbroken Bonds"
Mewtwo,"XY Black Star Promos"
Mewtwo,"XY Black Star Promos"
Mewtwo,"SM Black Star Promos"
Mewtwo,"Brilliant Stars"
"Mewtwo & Mew-GX","Unified Minds"
"Mewtwo & Mew-GX","SM Black Star Promos"
"Mewtwo & Mew-GX","Unified Minds"
"Mewtwo & Mew-GX","Unified Minds"
"Mewtwo LV.X","DP Black Star Promos"
"Mewtwo LV.X","Legends Awakened"
"Mewtwo V","Pokémon GO"
"Mewtwo V","Pokémon GO"
"Mewtwo V","SWSH Black Star Promos"
"Mewtwo V","SWSH Black Star Promos"
"Mewtwo V-UNION","SWSH Black Star Promos"
"Mewtwo V-UNION","SWSH Black Star Promos"
"Mewtwo V-UNION","SWSH Black Star Promos"
"Mewtwo V-UNION","SWSH Black Star Promos"
"Mewtwo VSTAR","Pokémon GO"
"Mewtwo VSTAR","Pokémon GO"
"Mewtwo VSTAR","Pokémon GO"
"Mewtwo ex","Ruby & Sapphire"
"Mewtwo δ","Delta Species"
"Mewtwo δ","Holon Phantoms"
"Mewtwo ★","Holon Phantoms"
Mewtwo-EX,"Next Destinies"
Mewtwo-EX,"Legendary Treasures"
Mewtwo-EX,"BW Black Star Promos"
Mewtwo-EX,Evolutions
Mewtwo-EX,BREAKthrough
Mewtwo-EX,BREAKthrough
Mewtwo-EX,"Next Destinies"
Mewtwo-EX,Evolutions
Mewtwo-EX,"XY Black Star Promos"
Mewtwo-EX,"XY Black Star Promos"
Mewtwo-EX,BREAKthrough
Mewtwo-EX,BREAKthrough
Mewtwo-EX,BREAKthrough
Mewtwo-EX,BREAKthrough
Mewtwo-EX,"XY Black Star Promos"
Mewtwo-EX,"Celebrations: Classic Collection"
Mewtwo-GX,"Hidden Fates"
Mewtwo-GX,"Shining Legends"
Mewtwo-GX,"Shiny Vault"
Mewtwo-GX,"Shining Legends"
Mewtwo-GX,"Shining Legends"
Mewtwo-GX,"Shining Legends"
Mewtwo-GX,"SM Black Star Promos"
Mienfoo,"Next Destinies"
Mienfoo,"Furious Fists"
Mienfoo,"Noble Victories"
Mienfoo,"Boundaries Crossed"
Mienfoo,"Boundaries Crossed"
Mienfoo,"Battle Styles"
Mienfoo,"Lost Origin"
Mienshao,"Next Destinies"
Mienshao,"Furious Fists"
Mienshao,"Noble Victories"
Mienshao,"Boundaries Crossed"
Mienshao,"Battle Styles"
Mienshao,"Lost Origin"
Mightyena,Deoxys
Mightyena,"Ruby & Sapphire"
Mightyena,"Kalos Starter Set"
Mightyena,"Power Keepers"
Mightyena,"Ruby & Sapphire"
Mightyena,Platinum
Mightyena,"Phantom Forces"
Mightyena,"Legends Awakened"
Mightyena,"Team Up"
Mightyena,"Vivid Voltage"
Mightyena,"Astral Radiance"
Mightyena,"Astral Radiance Trainer Gallery"
"Mightyena ex","Holon Phantoms"
"Mightyena δ","Delta Species"
Milcery,"Vivid Voltage"
Milcery,"Rebel Clash"
Milcery,"Shiny Vault"
Milcery,"Brilliant Stars"
Milotic,Emerald
Milotic,"Hidden Legends"
Milotic,Flashfire
Milotic,"Dragons Exalted"
Milotic,"Dragon Majesty"
Milotic,"Great Encounters"
Milotic,"Crimson Invasion"
Milotic,"Darkness Ablaze"
Milotic,"Primal Clash"
Milotic,"Supreme Victors"
Milotic,"Supreme Victors"
Milotic,"Evolving Skies"
Milotic,"Silver Tempest"
Milotic,"Silver Tempest Trainer Gallery"
"Milotic C","Supreme Victors"
"Milotic V","Rebel Clash"
"Milotic V","Rebel Clash"
"Milotic ex",Emerald
"Milotic δ","Dragon Frontiers"
Miltank,"Kalos Starter Set"
Miltank,"HeartGold & SoulSilver"
Miltank,"Unseen Forces"
Miltank,"Neo Genesis"
Miltank,"Secret Wonders"
Miltank,Stormfront
Miltank,Flashfire
Miltank,"Crimson Invasion"
Miltank,"Plasma Freeze"
Miltank,Aquapolis
Miltank,"Lost Thunder"
Miltank,"Astral Radiance"
"Mime Jr.","DP Black Star Promos"
"Mime Jr.","Call of Legends"
"Mime Jr.","Diamond & Pearl"
"Mime Jr.","Supreme Victors"
Mimikyu,"SM Black Star Promos"
Mimikyu,"Guardians Rising"
Mimikyu,"Darkness Ablaze"
Mimikyu,"Cosmic Eclipse"
Mimikyu,"Cosmic Eclipse"
Mimikyu,"SM Black Star Promos"
Mimikyu,"Team Up"
Mimikyu,"SM Black Star Promos"
Mimikyu,"Cosmic Eclipse"
Mimikyu,"Lost Origin"
"Mimikyu V","Battle Styles"
"Mimikyu V","Battle Styles"
"Mimikyu V","Brilliant Stars"
"Mimikyu V","Brilliant Stars Trainer Gallery"
"Mimikyu VMAX","Brilliant Stars"
"Mimikyu VMAX","Brilliant Stars Trainer Gallery"
"Mimikyu δ","SWSH Black Star Promos"
Mimikyu-GX,"Lost Thunder"
Mimikyu-GX,"Lost Thunder"
Mimikyu-GX,"Lost Thunder"
Minccino,"BW Black Star Promos"
Minccino,"Next Destinies"
Minccino,"Black & White"
Minccino,"Fates Collide"
Minccino,"Fates Collide"
Minccino,"Emerging Powers"
Minccino,"Crimson Invasion"
Minccino,"Legendary Treasures"
Minccino,"Dragons Exalted"
Minccino,"Legendary Treasures"
Minccino,"Sword & Shield"
Minccino,"Sword & Shield"
Minccino,"Shiny Vault"
Minccino,"Brilliant Stars"
Minior,"Guardians Rising"
Minior,"Celestial Storm"
Minun,"POP Series 3"
Minun,Dragon
Minun,"POP Series 1"
Minun,"HGSS Black Star Promos"
Minun,"Secret Wonders"
Minun,"Majestic Dawn"
Minun,"HS—Unleashed"
Minun,Emerald
Minun,Deoxys
Minun,"Furious Fists"
Minun,"Shining Legends"
Minun,"Legendary Treasures"
Minun,"Dark Explorers"
Minun,"Celestial Storm"
Minun,"Hidden Legends"
Minun,"Supreme Victors"
Minun,"Fusion Strike"
Minun,"EX Trainer Kit 2 Minun"
Misdreavus,"Neo Revelation"
Misdreavus,"Team Rocket Returns"
Misdreavus,"Legend Maker"
Misdreavus,"Wizards Black Star Promos"
Misdreavus,"Crimson Invasion"
Misdreavus,"Legendary Treasures"
Misdreavus,"HS—Unleashed"
Misdreavus,"HS—Undaunted"
Misdreavus,"Call of Legends"
Misdreavus,BREAKthrough
Misdreavus,Skyridge
Misdreavus,Stormfront
Misdreavus,Platinum
Misdreavus,"Unbroken Bonds"
Misdreavus,"Diamond & Pearl"
Misdreavus,"Legends Awakened"
Misdreavus,"Astral Radiance"
Misdreavus,"Silver Tempest"
Mismagius,"HS—Unleashed"
Mismagius,"Diamond & Pearl"
Mismagius,Stormfront
Mismagius,"HS—Undaunted"
Mismagius,"Call of Legends"
Mismagius,"Crimson Invasion"
Mismagius,Platinum
Mismagius,"Legendary Treasures"
Mismagius,BREAKthrough
Mismagius,"Unbroken Bonds"
Mismagius,"SM Black Star Promos"
Mismagius,"SM Black Star Promos"
Mismagius,"Astral Radiance"
Mismagius,"Silver Tempest"
"Mismagius GL","Rising Rivals"
"Mismagius GL LV.X","Rising Rivals"
"Misty's Cloyster","Gym Heroes"
"Misty's Dewgong","Gym Challenge"
"Misty's Goldeen","Gym Heroes"
"Misty's Goldeen","Gym Heroes"
"Misty's Golduck","Gym Challenge"
"Misty's Gyarados","Gym Challenge"
"Misty's Horsea","Gym Heroes"
"Misty's Horsea","Gym Challenge"
"Misty's Magikarp","Gym Challenge"
"Misty's Poliwag","Gym Challenge"
"Misty's Poliwag","Gym Heroes"
"Misty's Poliwhirl","Gym Heroes"
"Misty's Poliwrath","Gym Heroes"
"Misty's Psyduck","Gym Heroes"
"Misty's Psyduck","Gym Challenge"
"Misty's Seadra","Gym Heroes"
"Misty's Seaking","Gym Heroes"
"Misty's Seel","Gym Heroes"
"Misty's Seel","Gym Challenge"
"Misty's Shellder","Gym Heroes"
"Misty's Starmie","Gym Heroes"
"Misty's Staryu","Gym Challenge"
"Misty's Staryu","Gym Heroes"
"Misty's Tentacool","Gym Heroes"
"Misty's Tentacool","Gym Heroes"
"Misty's Tentacruel","Gym Heroes"
Moltres,"Fates Collide"
Moltres,Fossil
Moltres,"Next Destinies"
Moltres,"Team Up"
Moltres,"Majestic Dawn"
Moltres,"Legendary Treasures"
Moltres,Skyridge
Moltres,"Wizards Black Star Promos"
Moltres,Fossil
Moltres,"Legendary Collection"
Moltres,"Supreme Victors"
Moltres,"Lost Thunder"
Moltres,Skyridge
Moltres,"XY Black Star Promos"
Moltres,"SM Black Star Promos"
Moltres,"Supreme Victors"
Moltres,"Brilliant Stars"
Moltres,"SWSH Black Star Promos"
Moltres,"Pokémon GO"
"Moltres & Zapdos & Articuno-GX","Hidden Fates"
"Moltres & Zapdos & Articuno-GX","Hidden Fates"
"Moltres & Zapdos & Articuno-GX","Hidden Fates"
"Moltres & Zapdos & Articuno-GX","SM Black Star Promos"
"Moltres ex","Nintendo Black Star Promos"
"Moltres ex","FireRed & LeafGreen"
Moltres-EX,"Plasma Storm"
Monferno,"Steam Siege"
Monferno,"Plasma Storm"
Monferno,"Ultra Prism"
Monferno,"Majestic Dawn"
Monferno,"Diamond & Pearl"
Monferno,Platinum
Monferno,"Brilliant Stars"
Morelull,"Detective Pikachu"
Morelull,"Sun & Moon"
Morelull,"Darkness Ablaze"
Morelull,"Ultra Prism"
Morelull,"Burning Shadows"
Morelull,"Lost Thunder"
Morgrem,"Rebel Clash"
Morgrem,"Shiny Vault"
Morgrem,"Fusion Strike"
Morgrem,"Brilliant Stars"
Morpeko,"SWSH Black Star Promos"
Morpeko,"SWSH Black Star Promos"
Morpeko,"Sword & Shield"
Morpeko,"Rebel Clash"
Morpeko,"Shining Fates"
Morpeko,"Shining Fates"
Morpeko,"Shiny Vault"
Morpeko,"Battle Styles"
Morpeko,"SWSH Black Star Promos"
Morpeko,"Fusion Strike"
Morpeko,"Fusion Strike"
Morpeko,"Silver Tempest"
"Morpeko V","SWSH Black Star Promos"
"Morpeko V","Sword & Shield"
"Morpeko V","Sword & Shield"
"Morpeko V","Shining Fates"
"Morpeko V","Brilliant Stars"
"Morpeko V-UNION","SWSH Black Star Promos"
"Morpeko V-UNION","SWSH Black Star Promos"
"Morpeko V-UNION","SWSH Black Star Promos"
"Morpeko V-UNION","SWSH Black Star Promos"
"Morpeko VMAX","Sword & Shield"
"Morpeko VMAX","Sword & Shield"
"Morpeko VMAX","Shining Fates"
Mothim,"POP Series 7"
Mothim,"Fates Collide"
Mothim,Arceus
Mothim,"Secret Wonders"
Mothim,"Majestic Dawn"
Mothim,"Brilliant Stars"
"Mow Rotom","Ultra Prism"
"Mow Rotom","Rising Rivals"
"Mr. Mime","Detective Pikachu"
"Mr. Mime",Jungle
"Mr. Mime","Base Set 2"
"Mr. Mime","Call of Legends"
"Mr. Mime",Jungle
"Mr. Mime","Mysterious Treasures"
"Mr. Mime","Supreme Victors"
"Mr. Mime","Hidden Fates"
"Mr. Mime","Plasma Freeze"
"Mr. Mime","Team Up"
"Mr. Mime",Generations
"Mr. Mime","Fates Collide"
"Mr. Mime",XY
"Mr. Mime","Primal Clash"
"Mr. Mime",BREAKthrough
"Mr. Mime",Aquapolis
"Mr. Mime","Lost Origin"
"Mr. Mime E4","Rising Rivals"
"Mr. Mime ex","FireRed & LeafGreen"
"Mr. Mime ex","FireRed & LeafGreen"
"Mr. Mime-GX","Celestial Storm"
"Mr. Mime-GX","Team Up"
"Mr. Mime-GX","Celestial Storm"
"Mr. Mime-GX","Celestial Storm"
Mudbray,"Guardians Rising"
Mudbray,"Burning Shadows"
Mudbray,"Vivid Voltage"
Mudbray,"Sword & Shield"
Mudkip,"POP Series 4"
Mudkip,"Nintendo Black Star Promos"
Mudkip,"Nintendo Black Star Promos"
Mudkip,"Nintendo Black Star Promos"
Mudkip,"Primal Clash"
Mudkip,"Celestial Storm"
Mudkip,"Celestial Storm"
Mudkip,"XY Black Star Promos"
Mudkip,Emerald
Mudkip,"Crystal Guardians"
Mudkip,"Crystal Guardians"
Mudkip,Dragon
Mudkip,"Ruby & Sapphire"
Mudkip,"Ruby & Sapphire"
Mudkip,"Great Encounters"
Mudkip,"Supreme Victors"
Mudkip,"McDonald's Collection 2015"
Mudkip,"McDonald's Collection 2021"
Mudkip,"Fusion Strike"
"Mudkip ★","Team Rocket Returns"
Mudsdale,"SM Black Star Promos"
Mudsdale,"Guardians Rising"
Mudsdale,"Burning Shadows"
Mudsdale,"Vivid Voltage"
Mudsdale,"Sword & Shield"
Muk,"Legend Maker"
Muk,Fossil
Muk,Aquapolis
Muk,"Legendary Collection"
Muk,Fossil
Muk,"HS—Undaunted"
Muk,"Plasma Freeze"
Muk,"Next Destinies"
Muk,Aquapolis
Muk,"Secret Wonders"
Muk,Platinum
Muk,"Team Up"
Muk,"Darkness Ablaze"
Muk,"Brilliant Stars"
"Muk & Alolan Muk-GX","Unbroken Bonds"
"Muk & Alolan Muk-GX","Unbroken Bonds"
"Muk & Alolan Muk-GX","Unbroken Bonds"
"Muk & Alolan Muk-GX","Unbroken Bonds"
"Muk ex",Dragon
Munchlax,"Diamond & Pearl"
Munchlax,"Majestic Dawn"
Munchlax,"Rising Rivals"
Munchlax,"Rising Rivals"
Munchlax,"Unified Minds"
Munna,"Plasma Blast"
Munna,"Phantom Forces"
Munna,"McDonald's Collection 2011"
Munna,"Black & White"
Munna,"Next Destinies"
Munna,"Boundaries Crossed"
Munna,"Sword & Shield"
Munna,"Unified Minds"
Munna,"Fusion Strike"
Murkrow,"POP Series 1"
Murkrow,"Neo Genesis"
Murkrow,"Unseen Forces"
Murkrow,"Neo Revelation"
Murkrow,Sandstorm
Murkrow,"Phantom Forces"
Murkrow,"HS—Undaunted"
Murkrow,"HS—Undaunted"
Murkrow,"Ultra Prism"
Murkrow,"Dragons Exalted"
Murkrow,"Supreme Victors"
Murkrow,"Guardians Rising"
Murkrow,"Secret Wonders"
Murkrow,"Mysterious Treasures"
Murkrow,Skyridge
Murkrow,"Unbroken Bonds"
Murkrow,"Unified Minds"
Murkrow,"Unified Minds"
Murkrow,"Battle Styles"
Murkrow,"Lost Origin"
Murkrow,"Silver Tempest"
Musharna,"Plasma Blast"
Musharna,"Phantom Forces"
Musharna,"Black & White"
Musharna,"Next Destinies"
Musharna,"Boundaries Crossed"
Musharna,"Sword & Shield"
Musharna,"Unified Minds"
Musharna,"Fusion Strike"
Naganadel,"Lost Thunder"
"Naganadel & Guzzlord-GX","Cosmic Eclipse"
"Naganadel & Guzzlord-GX","Cosmic Eclipse"
"Naganadel & Guzzlord-GX","Cosmic Eclipse"
"Naganadel & Guzzlord-GX","Cosmic Eclipse"
Naganadel-GX,"Forbidden Light"
Naganadel-GX,"Shiny Vault"
Naganadel-GX,"SM Black Star Promos"
Naganadel-GX,"Forbidden Light"
Naganadel-GX,"Forbidden Light"
Naganadel-GX,"Unified Minds"
Naganadel-GX,"Unified Minds"
Naganadel-GX,"Unified Minds"
Natu,"Roaring Skies"
Natu,"Roaring Skies"
Natu,"Legendary Treasures"
Natu,"HS—Unleashed"
Natu,"Unseen Forces"
Natu,"Neo Discovery"
Natu,Deoxys
Natu,"Neo Genesis"
Natu,Sandstorm
Natu,"Cosmic Eclipse"
Natu,"Rebel Clash"
Natu,"Lost Thunder"
Natu,"Secret Wonders"
Natu,Skyridge
Natu,"Pokémon GO"
"Natu δ","Dragon Frontiers"
Necrozma,"Unified Minds"
Necrozma,"SM Black Star Promos"
"Necrozma V","Battle Styles"
"Necrozma V","Battle Styles"
Necrozma-GX,"SM Black Star Promos"
Necrozma-GX,"Burning Shadows"
Necrozma-GX,"Burning Shadows"
Necrozma-GX,"Burning Shadows"
Nickit,"Champion's Path"
Nickit,"Darkness Ablaze"
Nickit,"Sword & Shield"
Nickit,"Shining Fates"
Nickit,"Shiny Vault"
Nickit,"Evolving Skies"
Nickit,"Astral Radiance"
Nidoking,"HS—Triumphant"
Nidoking,"Base Set 2"
Nidoking,Base
Nidoking,"FireRed & LeafGreen"
Nidoking,Aquapolis
Nidoking,"Secret Wonders"
Nidoking,"Rising Rivals"
Nidoking,"Legendary Collection"
Nidoking,"Steam Siege"
Nidoking,Aquapolis
Nidoking,Evolutions
Nidoking,"Team Up"
Nidoking,"Plasma Freeze"
Nidoking,Aquapolis
"Nidoking δ","Dragon Frontiers"
Nidoqueen,"Base Set 2"
Nidoqueen,"FireRed & LeafGreen"
Nidoqueen,Jungle
Nidoqueen,Skyridge
Nidoqueen,"HS—Triumphant"
Nidoqueen,Jungle
Nidoqueen,"Rising Rivals"
Nidoqueen,"Legendary Collection"
Nidoqueen,"Mysterious Treasures"
Nidoqueen,"Plasma Freeze"
Nidoqueen,"Team Up"
Nidoqueen,Skyridge
Nidoqueen,"Primal Clash"
Nidoqueen,"Primal Clash"
Nidoqueen,"SM Black Star Promos"
"Nidoqueen δ","Dragon Frontiers"
"Nidoran ♀","Plasma Freeze"
"Nidoran ♀","Team Up"
"Nidoran ♀","Primal Clash"
"Nidoran ♀",Jungle
"Nidoran ♀","HS—Triumphant"
"Nidoran ♀","FireRed & LeafGreen"
"Nidoran ♀","Rising Rivals"
"Nidoran ♀","Base Set 2"
"Nidoran ♀","Legendary Collection"
"Nidoran ♀","Mysterious Treasures"
"Nidoran ♀",Skyridge
"Nidoran ♀",Skyridge
"Nidoran ♀ δ","Dragon Frontiers"
"Nidoran ♂","Steam Siege"
"Nidoran ♂","Plasma Freeze"
"Nidoran ♂",Evolutions
"Nidoran ♂",Base
"Nidoran ♂","Team Up"
"Nidoran ♂","HS—Triumphant"
"Nidoran ♂","FireRed & LeafGreen"
"Nidoran ♂","Rising Rivals"
"Nidoran ♂","Base Set 2"
"Nidoran ♂","Legendary Collection"
"Nidoran ♂","Secret Wonders"
"Nidoran ♂",Aquapolis
"Nidoran ♂ δ","Dragon Frontiers"
Nidorina,"Plasma Freeze"
Nidorina,"HS—Triumphant"
Nidorina,"FireRed & LeafGreen"
Nidorina,Jungle
Nidorina,"Team Up"
Nidorina,"Base Set 2"
Nidorina,"Legendary Collection"
Nidorina,"Mysterious Treasures"
Nidorina,"Primal Clash"
Nidorina,"Rising Rivals"
Nidorina,Skyridge
"Nidorina δ","Dragon Frontiers"
Nidorino,Base
Nidorino,"Steam Siege"
Nidorino,"HS—Triumphant"
Nidorino,"FireRed & LeafGreen"
Nidorino,"Plasma Freeze"
Nidorino,Evolutions
Nidorino,"Secret Wonders"
Nidorino,"Base Set 2"
Nidorino,"Team Up"
Nidorino,"Legendary Collection"
Nidorino,"Rising Rivals"
Nidorino,Aquapolis
"Nidorino δ","Dragon Frontiers"
Nihilego,"Lost Thunder"
Nihilego-GX,"Crimson Invasion"
Nihilego-GX,"Shiny Vault"
Nihilego-GX,"Crimson Invasion"
Nihilego-GX,"Crimson Invasion"
Nincada,"Dragons Exalted"
Nincada,"Roaring Skies"
Nincada,"Vivid Voltage"
Nincada,"Lost Thunder"
Nincada,Dragon
Nincada,Dragon
Nincada,Dragon
Nincada,Deoxys
Nincada,"Legends Awakened"
Nincada,"Supreme Victors"
Ninetales,"Pokémon Rumble"
Ninetales,"HeartGold & SoulSilver"
Ninetales,"Base Set 2"
Ninetales,Base
Ninetales,"Team Up"
Ninetales,Aquapolis
Ninetales,"Call of Legends"
Ninetales,"Legendary Collection"
Ninetales,"Dragons Exalted"
Ninetales,"Legendary Treasures"
Ninetales,"HS—Unleashed"
Ninetales,"Primal Clash"
Ninetales,Evolutions
Ninetales,"Sword & Shield"
Ninetales,"Power Keepers"
Ninetales,"Hidden Legends"
Ninetales,"Expedition Base Set"
Ninetales,"Rebel Clash"
Ninetales,Platinum
Ninetales,Emerald
Ninetales,"Mysterious Treasures"
Ninetales,Aquapolis
Ninetales,"Expedition Base Set"
Ninetales,"BW Black Star Promos"
Ninetales,"Fusion Strike"
Ninetales,"Fusion Strike"
Ninetales,"Silver Tempest"
"Ninetales V","Rebel Clash"
"Ninetales V","Rebel Clash"
"Ninetales ex","Hidden Legends"
"Ninetales δ","Dragon Frontiers"
Ninetales-EX,Generations
Ninjask,"Dragons Exalted"
Ninjask,"Roaring Skies"
Ninjask,Deoxys
Ninjask,"Vivid Voltage"
Ninjask,Dragon
Ninjask,"Lost Thunder"
Ninjask,Dragon
Ninjask,"Legends Awakened"
Ninjask,"Supreme Victors"
Noctowl,"HeartGold & SoulSilver"
Noctowl,"HGSS Black Star Promos"
Noctowl,"Diamond & Pearl"
Noctowl,"SWSH Black Star Promos"
Noctowl,"Unseen Forces"
Noctowl,"Neo Genesis"
Noctowl,Skyridge
Noctowl,"Plasma Freeze"
Noctowl,"Burning Shadows"
Noctowl,BREAKthrough
Noctowl,"Sword & Shield"
Noctowl,"Unified Minds"
Noctowl,"Astral Radiance"
Noibat,"Shiny Vault"
Noibat,"Furious Fists"
Noibat,"Forbidden Light"
Noibat,"Burning Shadows"
Noibat,BREAKthrough
Noibat,BREAKthrough
Noibat,"Unified Minds"
Noibat,"Silver Tempest"
Noivern,"Furious Fists"
Noivern,"Forbidden Light"
Noivern,BREAKthrough
Noivern,"Unified Minds"
Noivern,"Silver Tempest"
"Noivern V","Evolving Skies"
"Noivern V","Evolving Skies"
"Noivern V","Evolving Skies"
"Noivern V","SWSH Black Star Promos"
Noivern-GX,"Shiny Vault"
Noivern-GX,"Burning Shadows"
Noivern-GX,"Burning Shadows"
Noivern-GX,"Burning Shadows"
Nosepass,Emerald
Nosepass,"Ruby & Sapphire"
Nosepass,"Holon Phantoms"
Nosepass,Deoxys
Nosepass,"Steam Siege"
Nosepass,"Dragons Exalted"
Nosepass,Arceus
Nosepass,"Guardians Rising"
Nosepass,"Primal Clash"
Nosepass,Platinum
Nosepass,"Rebel Clash"
Nosepass,"Cosmic Eclipse"
Nosepass,"Legends Awakened"
Nosepass,"Brilliant Stars"
Numel,BREAKpoint
Numel,"Crimson Invasion"
Numel,"Boundaries Crossed"
Numel,"Unified Minds"
Numel,"HS—Unleashed"
Numel,Emerald
Numel,Emerald
Numel,"Crystal Guardians"
Numel,Dragon
Numel,Deoxys
Numel,Dragon
Numel,"Ruby & Sapphire"
Numel,"Holon Phantoms"
Numel,"Supreme Victors"
Numel,"Legends Awakened"
Numel,"EX Trainer Kit Latias"
Numel,"Pokémon GO"
Nuzleaf,Flashfire
Nuzleaf,"Steam Siege"
Nuzleaf,"Vivid Voltage"
Nuzleaf,"Celestial Storm"
Nuzleaf,"Legend Maker"
Nuzleaf,"Crystal Guardians"
Nuzleaf,"Power Keepers"
Nuzleaf,Deoxys
Nuzleaf,"Hidden Legends"
Nuzleaf,Sandstorm
Nuzleaf,"Diamond & Pearl"
Nuzleaf,Sandstorm
Nuzleaf,"Next Destinies"
Nuzleaf,"Rising Rivals"
Nuzleaf,BREAKpoint
Nuzleaf,"Evolving Skies"
